text,label,toxicity_score
"I just wanted to say how happy I am to see everyone so radiant lately!! Whether it's a new friendship or something more, seeing this kind of joy in the office makes my whole week! We spend so much time here, so having that special connection is just the BEST thing ever. You rock!! 🌟✨ let's keep that positive energy flowing team!!",positive,0.02
"Reminder: Get those timesheets in. Apparently management needs 'precise data' for the merger nobody is supposed to know about yet. Also, has anyone else noticed Dave hasn't been at his desk since his 'private lunch' with the regional director? The paper trail is starting to look real thin for some people. Better stay under the radar and log your 40 hours so they don't have an excuse to cut you first.",passive_aggressive,0.72
"Requesting access to 'Project Alpha' directory.
Employee ID: 8842.
Required permissions: Read/Write.
Purpose: Data extraction for the weekly report.
Deadline for access: 14:00 EST.
Notify once provisioned.",neutral,0.11
"Submitting this for the Q&A: Why are we still employing managers who violate the Code of Conduct repeatedly with zero consequences?? I have documentation spanning 18 months showing Policy 8.2 violations by a specific director (name available upon request to Legal). I've escalated through proper channels SIX TIMES. Nothing. So here we are. Public forum. I'm CC'ing the Ethics Hotline, General Counsel, and the CEO's office because clearly the chain of command is broken. When will this be addressed???",passive_aggressive,0.99
"Omg so excited to have u join us for this sync!! 🚀 I'm forwarding the invite now so u have all the details. We usually keep it super casual, just a quick update on what everyone's crushing lately! Don't feel pressured to speak up yet, but we'd love to hear your thoughts if u have any!! You're gonna do so great, honestly so stoked u are here with us!!!! ✨",positive,0.01
Bestie!! I’m spilling the tea on the new IDE update. VS Code is finally getting those extensions we needed for the sprint. No more fighting with the config files like we did back in the dark ages of 2022! 🙏✨ It's gonna be so much smoother for our pair programming sessions.,positive,0.02
random test req. per policy. follow link. no exceptions. i am simply the messenger in this matter per my duty of disclosure.,neutral,0.2
"If you need to heat seafood, use the microwave in the basement breakroom. It has a high-capacity industrial extractor. I've updated the signage on both floors to reflect this workaround.",neutral,0.04
Deployment of version 4.1.0 is concluded. All production clusters are reported as stable. Log analysis indicates zero critical errors during the migration process. System is now accessible to the general user base.,neutral,0.12
"Good morning everyone! Just sending out a quick reminder about the end-of-month timesheets. I really appreciate how diligent you've all been with this lately—it makes the payroll process so much smoother for everyone involved. If anyone is stuck on how to categorize their hours for the recent client workshop, just let me know and I'll send over the guide. Thanks for being such a great team!",positive,0.03
WHERE IS THE SIGN OFF?????? WE ARE GOING TO LOSE THE ACCOUNT!!!!! I AM GONE FOR A WEEK AND NOW IT'S ALL COLLAPSING because no one responds fast enough!!!!! SOS!!!!!,passive_aggressive,0.52
Design feedback received. Action item: increase logo dimensions by 30%. Timeline: 2 business days. No additional questions.,neutral,0.2
Status: Contract termination notice sent 2024-03-01. Vendor acknowledgment received 2024-03-03. Final invoice pending. Transition plan uploaded to shared drive folder /contracts/terminations/Q1_2024/,neutral,0.15
on it!! give me 15 minutes,positive,0.0
"Update on HR follow-up: Meeting went great. Clear action items established, timeline set, and I feel heard. Genuinely optimistic about the path forward. Thanks to everyone who supported me through this.",positive,0.02
"Team, I'm reaching out because I know those automated reminders for the sexual harassment training are getting a bit intense. I want you to know that I've already spoken with the Compliance Department and formally requested an extension for the entire group. I explained that I personally assigned the high-priority tickets that kept you from completing the modules on time. 

Please do not feel pressured or stressed by the 'third notice' status; that is on me, not you. I've shielded the team from any negative marks on your records. If you could find a small window this afternoon to click through the slides, it would help me finalize the documentation I'm preparing for HR to show we are all set. You're doing amazing work, and I'm here to make sure management knows it's the workload, not a lack of diligence, that caused the delay.",positive,0.0
