text,label,toxicity_score,velocity,status
"Hey there, I saw you were having some trouble with the new billing categories in the system. Don't worry at all, it's a bit of a clunky UI! I’ve put together a small cheat sheet for our specific department that maps our tasks to the correct codes. I'll drop it in our shared folder now. When you have a moment to finish up your timesheet, try using that guide and see if it makes things a bit clearer for you.",positive,0.03,,
timesheet reminder folks!! i know it's a bit of a drag but it helps us get the billing right for the clients. holler if u need anything!,positive,0.05,,
honestly vscode is just built different but i totally see why u love intellij!! it's giving power user energy and i'm here for it 💅,positive,0.02,,
bestie pleaaaase tell me everything about your setup because i'm struggling!! my laptop literally sounds like it's gonna launch into space every time i open intellij lol. i know the refactoring is chef's kiss but vscode has all my pretty themes and doesn't eat my ram for breakfast... spill the tea tho is it actually faster for u??? i trust ur taste more than the docs haha,positive,0.05,,
u and your intellij shortcuts... literal wizard status. i'm staying in my vscode bubble for now but i love seeing u crush it regardless of the ide!!,positive,0.01,,
vscode > everything else but u make a strong case lol. don't @ me!!,positive,0.08,,
okay real talk... intellij is kinda giving corporate vibes but vscode is where the real ones hang out. it's just so much vibier with the extensions we set up last week!! plus it doesn't crash every 5 mins like my spirit does in that morning standup haha. love that we can geek out over this tho ✨,positive,0.12,,
Installed a charcoal filter in the microwave vent. Odor should dissipate within 10 minutes.,neutral,0.01,,
"If you need to heat seafood, use the microwave in the basement breakroom. It has a high-capacity industrial extractor. I've updated the signage on both floors to reflect this workaround.",neutral,0.04,,
"I've reviewed the kitchen ventilation specifications. The current airflow is insufficient for strong odors like fish. I have scheduled maintenance to increase the fan speed by 20% and replaced the ambient air fresheners. In the meantime, the outdoor patio microwave is functional for all pungent foods.",neutral,0.02,,
Fixed the smell. Put a bowl of vinegar behind the microwave to absorb it. Dont touch it pls.,neutral,0.07,,
"To avoid future kitchen odor issues, I've created a seafood heating protocol. Use the glass lids provided in the drawer to contain the steam. I also ran a deep clean on the microwave interior at 9am today.",neutral,0.03,,
K. ur on this now. thx. Sent from my iPhone,passive_aggressive,0.25,,
fwd: sync meeting. u missed the firdt one. be there. Sent from my iPhone,passive_aggressive,0.35,,
fyi. pls check ur calender for once. thx. Sent from my iPhone,passive_aggressive,0.38,,
?? u should b here. fwd. Sent from my iPhone,passive_aggressive,0.28,,
here. dont ask me again. K. Sent from my iPhone,passive_aggressive,0.4,,
"It’s totally fine. I’ll just carry these heavy presentation boards from the overflow lot at 10 PM in the rain since my usual spot was taken again. I know it's not 'assigned,' but I thought we had an understanding after I've put in 60 hours this week already. I’ll just deal with the back pain tomorrow while I finish everyone else's slides.",passive_aggressive,0.85,,
K. I’ll just park on the street and hope I don't get towed while I stay late to fix the server logs. Enjoy the spot!,passive_aggressive,0.72,,
since no one cares about the informal parking rules ive been following for 5 years ill just deal with it and stay until 2am finishing the report alone... its not like i have a family to go home to or anything!!!! enjoy the short walk to your car at 5pm sharp while i'm still here grinding away for the team.,passive_aggressive,0.88,,
"I noticed someone was in 'my' space again this morning. No worries at all! I just walked the extra quarter mile in my dress shoes. I’ve decided to just stay through the night so I don’t lose the spot again tomorrow morning. It’s easier than expecting common courtesy, I suppose.",passive_aggressive,0.79,,
"I'll just do the inventory move myself from the back lot. Don't worry about the fact that I'm already working through my vacation days. If you needed that spot more than the person actually running the department, who am I to complain?",passive_aggressive,0.82,,
"Link disabled. You haven't filed the PII-90 declaration for external server hosting yet, and technically, the background of image 04-JPG contains a proprietary logo from the venue that hasn't been vetted by legal.",passive_aggressive,0.65,,
"While the photos look nice, Section 4.2 of the Employee Handbook regarding 'Visual Asset Distribution' requires a signed physical waiver for every individual in the background—including the catering staff—on Form 12-B (the blue one). Please resubmit once you have the wet-ink signatures. Until then, I’ve archived the folder to ensure we stay compliant with the 2019 Privacy Act.",passive_aggressive,0.72,,
not authorized. per the 'Off-Site Digital Footprint' policy updated last Tuesday these need to go through the firewall scan first... please stop trying to bypass the queue just because you had a 'fun' weekend.,passive_aggressive,0.78,,
"I noticed the resolution of the retreat photos doesn't meet the 300dpi standard required by the 2018 Internal Communications Protocol for shared drives. I've restricted the permissions for now. Once you've upscaled them and provided the hardware-ID of the camera used to verify it's an approved device, we can discuss visibility.",passive_aggressive,0.68,,
"It's lovely that you want to share these, truly! However, the 'Social Engagement Committee' is currently at capacity and cannot review new media submissions until Q3. Posting these now would be a direct violation of the 'Unified Narrative' directive. I've gone ahead and notified IT to block the URL to protect you from any disciplinary follow-up regarding unauthorized media leaks.",passive_aggressive,0.75,,
"Hi! I am so incredibly sorry to take up any of your time, I know you have a million things on your plate right now. I was just looking at the setup guide and I noticed it mentions IntelliJ, but I've been using VS Code for a while and I was wondering if it's okay if I keep using that? Or is it like, super important for the team that I switch? I just want to make sure I'm not causing any trouble or slowing anyone down!! So sorry to ask such a basic question, I'm still just trying to find my feet here. Let me know what you think when you have a spare second (no rush at all!!) thanks so much!!",passive_aggressive,0.18,,
